,Enrichment,FuelTemperature,WaterTemperature,Pitch,FuelRadius,WaterDensity,Keff,Std_dev
8459,8.52,1184.0,303.412664,1.556,0.331,1.002,1.59607,0.00036
8460,1.02,1245.5,545.818072,1.025,0.276,0.776,0.97803,0.00039
8461,3.03,927.0,466.083352,1.853,0.712,0.882,1.29695,0.00043
8462,3.74,1502.3,407.219988,1.097,0.469,0.939,1.11334,0.00043
8463,8.97,479.7,372.171051,1.909,0.421,0.966,1.62414,0.00038
8464,7.73,1009.7,563.326476,1.229,0.449,0.745,1.37672,0.00035
8465,8.18,417.0,323.05354,1.511,0.265,0.994,1.54448,0.00036
8466,2.0,1538.2,466.119744,1.727,0.489,0.882,1.26454,0.0004
8467,7.89,867.0,402.683073,1.086,0.369,0.943,1.47861,0.00042
8468,8.14,1199.9,433.253782,1.022,0.38,0.916,1.3822,0.00046
8469,4.81,1366.9,320.710954,1.77,0.501,0.996,1.50595,0.00041
8470,4.13,661.2,527.57516,1.324,0.519,0.805,1.27142,0.00042
8471,1.16,1250.5,571.679683,1.703,0.67,0.729,1.00216,0.00038
8472,3.26,1780.3,321.576343,1.009,0.393,0.995,1.21624,0.00047
8473,2.73,1081.2,343.006022,1.134,0.445,0.984,1.21085,0.00042
8474,7.47,667.5,414.939171,1.468,0.584,0.932,1.38637,0.00042
8475,8.65,1664.5,551.132818,1.285,0.442,0.767,1.43082,0.00038
8476,8.0,1286.4,435.135537,1.54,0.35,0.914,1.59913,0.00039
8477,3.96,1236.2,403.169151,1.999,0.837,0.942,1.27233,0.00043
8478,5.02,723.7,435.696838,1.439,0.37,0.913,1.52064,0.00035
8479,1.7,694.5,578.562219,1.546,0.542,0.714,1.17401,0.0004
8480,2.28,755.8,587.451255,1.619,0.348,0.693,1.27404,0.00037
8481,2.3,734.7,519.170064,1.142,0.24,0.817,1.23727,0.00038
8482,1.67,1552.2,445.730985,1.55,0.497,0.904,1.20747,0.00043
8483,3.0,1787.6,515.142299,1.335,0.569,0.822,1.07917,0.00037
8484,6.89,601.6,397.972012,1.274,0.333,0.947,1.57979,0.00038
8485,2.5,1050.1,419.244874,1.985,0.34,0.929,1.108,0.00035
8486,8.09,1484.1,463.679651,1.728,0.37,0.885,1.59604,0.00034
8487,2.68,810.4,501.020167,1.334,0.534,0.841,1.18468,0.00044
8488,5.87,956.7,369.760578,1.313,0.235,0.968,1.46545,0.00036
8489,6.22,907.0,334.487005,1.16,0.497,0.989,1.23464,0.00037
8490,4.14,1019.8,312.667317,1.269,0.251,0.999,1.3878,0.00044
8491,7.79,411.8,407.946703,1.63,0.346,0.938,1.59955,0.00035
8492,5.68,388.3,321.693586,1.625,0.413,0.995,1.55708,0.00041
8493,7.35,953.4,381.156303,1.605,0.611,0.959,1.43388,0.00041
8494,4.98,796.7,445.650866,1.686,0.717,0.904,1.26333,0.00041
8495,8.9,844.9,393.42463,1.065,0.336,0.95,1.53514,0.00035
8496,7.86,1619.1,530.550798,1.254,0.509,0.8,1.27805,0.00041
8497,8.17,1001.7,371.420043,1.586,0.486,0.966,1.57274,0.00038
8498,7.43,678.4,435.553373,1.737,0.424,0.914,1.6003,0.00036
8499,8.55,1012.7,322.573683,1.157,0.356,0.995,1.55352,0.00041
8500,1.17,1237.5,514.200278,1.746,0.568,0.824,1.09639,0.00041
8501,1.91,1330.7,553.197677,1.762,0.693,0.763,1.12966,0.00045
8502,7.03,958.9,571.288719,1.346,0.536,0.729,1.29128,0.00039
8503,7.07,1275.5,412.934936,1.309,0.434,0.934,1.49067,0.00036
8504,1.39,1680.0,538.699763,1.126,0.449,0.788,0.97747,0.0004
8505,6.34,1029.8,576.454571,1.269,0.381,0.719,1.48102,0.0004
8506,4.5,1610.5,329.204805,1.822,0.405,0.992,1.44976,0.00039
8507,6.8,1374.5,491.817176,1.756,0.766,0.853,1.24401,0.00037
8508,6.62,864.0,453.992305,1.571,0.551,0.895,1.47024,0.00036
8509,8.05,803.7,559.942144,1.309,0.238,0.751,1.58648,0.00035
8510,3.15,1448.8,518.16625,1.657,0.438,0.818,1.39345,0.00043
8511,3.83,520.9,408.236372,1.805,0.731,0.938,1.31602,0.00045
8512,2.1,651.6,503.789858,1.875,0.456,0.837,1.26417,0.00043
8513,5.53,1246.0,444.763576,1.968,0.555,0.905,1.5347,0.00036
8514,1.83,1139.0,407.859071,1.272,0.498,0.938,1.13136,0.00043
8515,3.62,1402.0,597.47708,1.972,0.605,0.667,1.40037,0.00047
8516,2.33,1731.7,376.705715,1.094,0.384,0.963,1.23742,0.00039
8517,1.27,776.3,535.177457,1.651,0.323,0.793,0.95761,0.00032
8518,2.94,905.6,406.889346,1.339,0.487,0.939,1.30786,0.00048
8519,4.8,788.3,420.913603,1.367,0.361,0.927,1.50867,0.00036
8520,2.89,777.1,305.439969,1.925,0.866,1.001,1.14284,0.00043
8521,1.53,1317.0,561.117307,1.389,0.223,0.749,0.90106,0.00031
8522,7.7,791.4,347.362725,1.585,0.412,0.982,1.60283,0.00042
8523,2.6,1116.6,348.998241,1.949,0.457,0.981,1.29842,0.00035
8524,8.93,1435.2,333.993066,1.991,0.572,0.989,1.60509,0.00041
8525,4.4,1472.5,315.661523,1.268,0.485,0.998,1.32855,0.00041
8526,1.99,656.1,522.514049,1.4,0.467,0.812,1.25135,0.00042
8527,5.71,455.7,389.921685,1.609,0.482,0.953,1.54518,0.00035
8528,1.18,524.0,361.862194,2.0,0.454,0.973,0.97117,0.00039
8529,1.15,1060.5,515.524043,1.769,0.396,0.822,0.9904,0.00031
8530,6.88,1048.1,430.847006,1.495,0.525,0.918,1.46856,0.00038
8531,2.15,1119.6,440.586666,1.424,0.329,0.909,1.24249,0.00039
8532,6.97,775.5,355.472965,1.546,0.584,0.977,1.44184,0.00038
8533,5.8,1554.0,544.812548,1.146,0.337,0.778,1.46919,0.00042
8534,5.77,614.5,328.175658,1.213,0.428,0.992,1.45141,0.00044
8535,1.6,1369.7,521.509406,1.715,0.274,0.813,0.90046,0.0003
8536,2.23,762.7,328.705254,1.523,0.475,0.992,1.31264,0.00036
8537,4.85,1205.2,328.211106,1.463,0.549,0.992,1.38678,0.00043
8538,8.6,1717.6,466.645278,1.099,0.29,0.882,1.57003,0.00035
8539,3.97,874.8,358.439042,1.991,0.531,0.975,1.47234,0.00039
8540,6.49,873.4,464.704485,1.421,0.347,0.884,1.56881,0.00037
8541,8.08,966.1,495.220135,1.1,0.255,0.848,1.59391,0.00035
8542,4.37,1685.3,385.145698,1.564,0.3,0.956,1.39262,0.00044
8543,3.08,1543.0,382.774668,1.463,0.364,0.958,1.37515,0.00033
8544,5.88,454.9,318.485939,1.423,0.554,0.996,1.40394,0.00044
8545,1.09,784.9,397.418298,1.317,0.3,0.947,0.9394,0.00037
8546,7.69,955.4,381.794753,1.126,0.387,0.959,1.47421,0.00041
8547,6.21,642.6,311.589302,1.437,0.462,0.999,1.527,0.00035
8548,1.28,715.9,512.458458,1.025,0.373,0.826,1.05759,0.00045
8549,6.32,1639.8,556.661825,1.727,0.684,0.757,1.30907,0.0004
8550,8.9,1625.7,540.082031,1.174,0.513,0.785,1.19807,0.00041
8551,7.79,753.3,513.381457,1.319,0.217,0.825,1.54326,0.00034
8552,5.97,1552.5,398.379302,1.912,0.306,0.946,1.39479,0.00042
8553,8.48,763.0,476.765916,1.736,0.661,0.87,1.44341,0.00036
8554,1.06,1442.2,324.964971,1.952,0.769,0.994,1.04542,0.00039
8555,1.09,1109.1,374.425317,1.314,0.559,0.964,0.93489,0.00042
8556,2.3,418.5,317.518489,1.237,0.474,0.997,1.24658,0.00043
8557,3.83,669.2,372.460665,1.309,0.355,0.966,1.45695,0.0004
8558,3.76,859.2,552.143222,1.694,0.315,0.765,1.38029,0.0004
8559,8.12,1204.2,341.732372,1.547,0.479,0.985,1.56375,0.00038
8560,2.3,754.4,347.840599,1.542,0.641,0.982,1.17607,0.00041
8561,7.13,571.2,513.243057,1.724,0.401,0.825,1.59526,0.0004
8562,6.22,702.4,543.369241,1.299,0.289,0.78,1.55691,0.00039
8563,4.87,801.5,329.590115,1.131,0.48,0.991,1.21593,0.00041
8564,2.65,889.5,471.275544,1.501,0.372,0.877,1.34618,0.00043
8565,4.38,901.3,373.779027,1.22,0.332,0.965,1.48232,0.0004
8566,7.88,1536.7,377.718438,1.942,0.781,0.962,1.40076,0.0004
8567,3.47,1517.0,568.089387,1.222,0.334,0.736,1.39603,0.00043
8568,7.96,1134.4,333.097887,1.719,0.434,0.99,1.60325,0.00037
8569,4.86,787.7,547.93163,1.023,0.4,0.773,1.23887,0.00042
8570,5.02,772.7,350.81473,1.246,0.211,0.98,1.38408,0.00041
8571,8.25,1321.4,330.624351,1.908,0.565,0.991,1.58885,0.00031
8572,4.28,684.9,373.858562,1.841,0.717,0.965,1.3745,0.00044
8573,6.83,1752.0,492.329598,1.592,0.532,0.852,1.47395,0.00037
8574,1.43,1402.4,419.444877,1.202,0.442,0.928,1.09277,0.00039
8575,5.47,1556.5,587.300966,1.361,0.324,0.694,1.51276,0.00042
8576,2.76,414.0,395.748826,1.379,0.531,0.948,1.28467,0.00043
8577,5.87,1256.2,452.823383,1.811,0.481,0.896,1.54898,0.0004
8578,4.68,1609.0,593.491019,1.8,0.684,0.678,1.29007,0.00037
8579,7.58,1266.9,510.179705,1.304,0.57,0.829,1.20607,0.00039
8580,8.57,1406.5,530.27828,1.043,0.412,0.801,1.2931,0.00043
8581,1.02,912.9,318.585351,1.109,0.357,0.996,1.02164,0.00035
8582,1.59,1291.3,310.194156,1.087,0.323,1.0,1.1773,0.00035
8583,5.44,1707.3,476.511755,1.439,0.449,0.871,1.47166,0.00043
8584,4.6,1562.2,583.050536,1.028,0.397,0.704,1.19186,0.0004
8585,1.27,1585.7,368.293669,1.401,0.614,0.969,0.93328,0.0004
8586,4.87,1423.1,383.134351,1.454,0.618,0.958,1.2297,0.00044
8587,1.97,1412.4,528.181279,1.223,0.464,0.804,1.13339,0.00042
8588,1.63,1413.6,408.223362,1.825,0.412,0.938,1.09121,0.00036
8589,7.66,791.0,449.377155,1.85,0.515,0.9,1.59621,0.00035
8590,7.61,1340.7,482.842221,1.457,0.587,0.863,1.33102,0.00043
8591,6.36,596.3,412.998468,1.865,0.414,0.934,1.55999,0.00038
8592,4.18,1700.3,415.765418,1.464,0.215,0.932,1.22413,0.00041
8593,1.56,523.4,506.318701,1.299,0.572,0.834,0.95142,0.00043
8594,3.11,1596.1,565.588426,1.511,0.449,0.741,1.36636,0.00043
8595,3.49,663.4,441.608167,1.388,0.284,0.908,1.36846,0.00037
8596,3.06,683.8,373.331593,1.274,0.389,0.965,1.3979,0.00044
8597,5.96,579.7,391.511276,1.846,0.359,0.952,1.50115,0.00038
8598,4.36,945.2,404.062104,1.292,0.471,0.942,1.37411,0.00043
8599,6.96,930.6,539.50653,1.82,0.629,0.786,1.47234,0.00036
8600,3.46,491.7,359.02743,1.415,0.326,0.975,1.40837,0.0004
8601,3.32,1123.2,592.866518,1.471,0.456,0.68,1.36193,0.0004
8602,1.47,568.3,387.914103,1.612,0.729,0.954,0.96916,0.00044
8603,8.16,855.7,368.494069,1.49,0.369,0.968,1.61058,0.00034
8604,8.58,1191.4,560.191307,1.499,0.464,0.751,1.52168,0.00038
8605,3.76,738.2,582.36417,1.601,0.536,0.705,1.37701,0.00039
8606,5.38,1431.9,431.2526,1.331,0.221,0.918,1.40585,0.00042
8607,1.16,1169.1,570.153694,1.548,0.243,0.732,0.7916,0.00031
8608,5.33,1674.9,436.160694,1.655,0.749,0.913,1.147,0.00042
8609,8.07,1307.9,340.888798,1.469,0.514,0.985,1.49473,0.00036
8610,6.68,790.8,340.421147,1.25,0.247,0.986,1.53778,0.00043
8611,8.55,431.1,375.746796,1.626,0.356,0.963,1.61829,0.00037
8612,7.16,1247.8,559.921964,1.768,0.588,0.751,1.47876,0.00043
8613,5.76,1030.9,589.62908,1.95,0.585,0.688,1.50126,0.00043
8614,4.25,613.5,514.573359,1.55,0.534,0.823,1.40912,0.0004
8615,4.68,1356.9,449.98421,1.952,0.624,0.899,1.47671,0.00042
8616,6.61,1394.1,509.822251,1.41,0.49,0.83,1.43192,0.00041
8617,7.67,1778.0,472.558009,1.327,0.35,0.875,1.56734,0.00039
8618,7.74,455.5,343.936174,1.048,0.372,0.984,1.4682,0.00037
8619,8.34,486.8,330.754591,1.943,0.358,0.991,1.55054,0.00037
8620,5.82,1305.8,426.185908,1.03,0.317,0.922,1.4729,0.00036
8621,8.47,1225.8,443.192104,1.206,0.498,0.906,1.30148,0.00036
8622,8.18,816.2,599.525584,1.702,0.69,0.661,1.30927,0.00035
8623,2.88,1754.0,512.170937,1.774,0.561,0.826,1.35663,0.00051
8624,4.48,1489.6,492.097894,1.561,0.556,0.852,1.37967,0.00042
8625,6.49,1699.4,529.287525,1.875,0.464,0.802,1.56158,0.00041
8626,2.25,593.8,373.115014,1.721,0.488,0.965,1.31294,0.00044
8627,7.69,689.3,467.562093,1.892,0.482,0.881,1.60745,0.00037
8628,8.61,1282.8,459.030693,1.198,0.504,0.89,1.27473,0.00045
8629,4.44,1449.3,566.827189,1.921,0.741,0.738,1.30101,0.00042
8630,5.03,1117.8,552.421929,1.112,0.331,0.765,1.44686,0.00041
8631,3.02,489.7,423.146613,1.539,0.367,0.925,1.37467,0.00039
8632,7.9,1734.8,451.071219,1.039,0.39,0.898,1.35342,0.00043
8633,6.44,471.9,393.205024,1.148,0.33,0.95,1.55145,0.00032
8634,4.48,663.3,463.022186,1.634,0.562,0.886,1.43931,0.00042
8635,2.58,1336.8,561.495155,1.941,0.76,0.748,1.20565,0.00038
8636,5.83,976.5,537.076584,1.41,0.529,0.79,1.35424,0.00041
8637,7.38,1776.2,396.201295,1.174,0.424,0.948,1.41245,0.00043
8638,5.26,1412.6,394.895868,1.053,0.312,0.949,1.47909,0.00039
8639,3.75,507.1,339.324687,1.464,0.296,0.986,1.37026,0.00038
8640,8.38,413.9,375.891696,1.045,0.385,0.963,1.44317,0.00034
8641,1.78,559.5,491.94707,1.025,0.41,0.852,1.07351,0.00041
8642,5.36,511.0,403.206328,1.913,0.759,0.942,1.39555,0.0004
8643,6.69,722.6,533.392551,1.157,0.428,0.796,1.36812,0.0004
8644,1.84,1101.7,408.380783,1.521,0.58,0.938,1.17541,0.00047
8645,5.63,1298.3,312.229531,1.93,0.762,0.999,1.39249,0.00038
8646,6.06,1073.7,563.081121,1.467,0.588,0.746,1.28034,0.00042
8647,5.38,1593.1,522.950441,1.967,0.769,0.811,1.33992,0.0004
8648,4.49,719.6,385.714289,1.035,0.321,0.956,1.45381,0.00045
8649,1.59,802.0,524.89186,1.443,0.505,0.809,1.16658,0.00046
8650,7.92,1796.3,438.845752,1.465,0.335,0.91,1.58964,0.00041
8651,2.41,973.1,592.398546,1.404,0.22,0.681,1.12971,0.00038
8652,6.12,1678.1,557.325782,1.707,0.511,0.756,1.49963,0.00043
8653,1.11,1769.9,317.188101,1.515,0.655,0.997,0.92963,0.0004
8654,3.81,1698.6,540.688532,1.428,0.481,0.784,1.35604,0.00044
8655,4.84,1335.1,531.460921,1.884,0.594,0.799,1.46634,0.00038
8656,3.81,1297.4,590.898252,1.056,0.284,0.685,1.40309,0.00044
8657,4.84,1328.3,400.43844,1.729,0.642,0.945,1.3985,0.0004
8658,5.52,646.1,434.368273,1.179,0.438,0.915,1.38176,0.00041
8659,7.65,509.7,490.947726,1.294,0.399,0.854,1.54198,0.00033
8660,2.1,369.4,324.330306,1.921,0.691,0.994,1.3018,0.00045
8661,3.33,1349.5,311.516788,1.273,0.333,0.999,1.40185,0.00038
8662,7.24,1596.5,408.737807,1.052,0.347,0.938,1.46194,0.00041
8663,7.66,999.1,407.285926,1.187,0.431,0.939,1.43333,0.00036
8664,7.45,631.6,339.062494,1.811,0.532,0.986,1.58945,0.00039
8665,4.17,711.0,458.728305,1.785,0.252,0.89,1.20983,0.00042
8666,6.47,1715.0,584.596821,1.996,0.572,0.7,1.52484,0.0004
8667,2.16,858.2,582.790208,1.918,0.599,0.704,1.29587,0.00039
8668,4.18,809.8,312.56814,1.832,0.732,0.999,1.35039,0.00042
8669,5.01,1159.2,545.745055,1.823,0.744,0.776,1.27133,0.00045
8670,1.04,693.7,580.503371,1.249,0.549,0.71,0.79394,0.00046
8671,8.62,706.2,385.293493,1.295,0.509,0.956,1.40073,0.00042
8672,6.93,1455.1,308.011265,1.527,0.5,1.001,1.51801,0.00038
8673,2.91,1029.4,434.13511,1.843,0.526,0.915,1.39045,0.00037
8674,2.3,957.7,577.73434,1.495,0.668,0.716,0.95977,0.00039
8675,1.75,1172.0,374.952352,1.104,0.389,0.964,1.17115,0.00044
8676,5.3,1066.0,405.531207,1.541,0.575,0.94,1.3993,0.00042
8677,2.68,325.0,321.726678,1.767,0.695,0.995,1.30503,0.00039
8678,8.48,1514.8,416.59821,1.339,0.379,0.931,1.57563,0.00043
8679,5.5,1691.0,550.16565,1.325,0.395,0.769,1.46569,0.00038
8680,7.02,787.2,430.992915,1.936,0.585,0.918,1.56932,0.0004
8681,4.93,1194.4,594.388909,1.422,0.437,0.675,1.42999,0.00047
8682,5.26,582.7,319.658081,1.436,0.506,0.996,1.46105,0.00044
8683,7.96,1552.3,319.51335,1.971,0.829,0.996,1.36343,0.00041
8684,8.65,580.1,436.494971,1.319,0.548,0.913,1.33899,0.00039
8685,3.45,1024.9,406.11187,1.514,0.388,0.94,1.41821,0.0004
8686,3.5,1460.3,422.205835,1.03,0.365,0.926,1.30804,0.00047
8687,2.52,1020.4,370.573798,1.391,0.579,0.967,1.1601,0.00041
8688,8.39,1314.1,490.808061,1.019,0.326,0.854,1.48055,0.00039
8689,4.82,578.3,544.901279,1.514,0.466,0.778,1.47479,0.00043
8690,6.99,1047.2,330.153427,1.366,0.329,0.991,1.57862,0.00041
8691,3.8,1317.4,543.87887,1.434,0.229,0.779,1.29457,0.00039
8692,7.99,910.5,317.067581,1.038,0.306,0.997,1.55676,0.00041
8693,4.5,1428.1,302.19538,1.662,0.388,1.002,1.4666,0.00036
8694,3.37,781.3,498.07155,1.453,0.381,0.845,1.4255,0.0004
8695,4.66,713.0,490.380732,1.466,0.442,0.854,1.48431,0.00044
8696,4.7,971.7,446.265249,1.548,0.362,0.903,1.49322,0.00041
8697,7.48,1058.5,396.959618,1.974,0.366,0.947,1.53224,0.0004
8698,5.43,1423.9,445.078919,1.514,0.634,0.904,1.25548,0.00041
8699,1.67,1078.9,398.771468,1.945,0.7,0.946,1.21356,0.00043
8700,5.16,526.2,392.439114,1.204,0.404,0.951,1.46231,0.00041
8701,6.55,420.1,402.964475,1.009,0.394,0.942,1.34925,0.00041
8702,8.66,1547.5,399.112147,1.134,0.344,0.946,1.53892,0.00038
8703,7.66,1039.8,428.281167,1.069,0.453,0.92,1.24317,0.00039
8704,6.92,1194.0,511.258214,1.646,0.421,0.828,1.5729,0.00044
8705,7.45,815.7,399.578724,1.498,0.483,0.945,1.53793,0.00038
8706,1.21,681.9,503.96563,1.583,0.223,0.837,0.67424,0.00024
8707,4.05,1205.6,486.889698,1.952,0.502,0.859,1.47355,0.00038
8708,1.87,1461.8,320.974624,1.213,0.246,0.995,1.09465,0.00036
8709,6.79,545.5,477.099279,1.95,0.592,0.87,1.56487,0.00037
8710,8.46,1541.5,371.494533,1.018,0.434,0.966,1.23636,0.00039
8711,4.87,488.4,437.699315,1.168,0.271,0.911,1.50806,0.00039
8712,7.63,801.0,337.431875,1.486,0.408,0.987,1.59283,0.00038
8713,5.11,1046.5,459.966523,1.932,0.55,0.889,1.52155,0.00041
8714,5.82,1483.7,396.137431,1.674,0.749,0.948,1.19803,0.00047
8715,3.38,1751.0,375.681011,1.736,0.418,0.963,1.39262,0.00039
8716,1.2,1107.5,492.504409,1.512,0.557,0.852,1.06281,0.00041
8717,1.26,1768.9,421.955512,1.207,0.51,0.926,0.94121,0.00039
8718,2.56,1426.2,378.642732,1.842,0.419,0.961,1.28612,0.0004
8719,1.62,868.4,369.078453,1.969,0.535,0.968,1.18108,0.00036
8720,7.3,1320.9,371.851165,1.114,0.365,0.966,1.48798,0.00043
8721,1.89,1072.0,434.014878,1.489,0.653,0.915,1.02337,0.00041
8722,1.5,1584.2,407.516523,1.58,0.419,0.939,1.13651,0.00039
8723,5.48,1294.9,327.811076,1.916,0.614,0.992,1.51387,0.00041
8724,6.28,561.4,546.221537,1.107,0.295,0.775,1.53847,0.00037
8725,5.47,1187.9,332.80531,1.252,0.221,0.99,1.43067,0.0004
8726,7.1,1035.0,520.243495,1.904,0.539,0.815,1.56865,0.00042
8727,7.99,1331.7,571.488477,1.645,0.444,0.729,1.56855,0.00035
8728,6.74,1086.6,536.695387,1.333,0.241,0.791,1.53435,0.00038
8729,2.59,447.2,300.965592,1.476,0.501,1.003,1.35418,0.0004
8730,3.66,1128.5,461.439622,1.505,0.498,0.887,1.40203,0.00043
8731,1.89,1030.2,521.446704,1.72,0.552,0.813,1.25183,0.00038
8732,5.68,1514.9,321.165441,1.151,0.223,0.995,1.47764,0.00039
8733,7.93,1441.7,473.237119,1.52,0.639,0.874,1.29433,0.0004
8734,6.09,1412.6,541.342505,1.538,0.6,0.783,1.31879,0.00045
8735,5.45,1447.6,537.162573,1.034,0.373,0.79,1.32241,0.00039
8736,2.65,1012.4,481.580121,1.416,0.306,0.865,1.2852,0.00037
8737,6.01,1489.2,508.269546,1.046,0.433,0.832,1.19247,0.00045
8738,3.35,1524.8,537.405248,1.94,0.805,0.79,1.19193,0.00043
8739,2.4,452.1,428.593277,1.605,0.36,0.92,1.27284,0.00039
8740,5.37,1771.1,504.113265,1.432,0.265,0.837,1.46598,0.00039
8741,4.84,639.7,356.943242,1.539,0.658,0.976,1.26407,0.00042
8742,4.13,1568.4,375.807126,1.163,0.341,0.963,1.44051,0.00036
8743,7.85,1577.2,388.726493,1.167,0.288,0.954,1.58357,0.00038
8744,2.73,1724.6,353.152277,1.14,0.331,0.978,1.33757,0.00036
8745,5.12,1691.3,565.581878,1.834,0.356,0.741,1.48174,0.0004
8746,4.69,952.2,448.462731,1.722,0.416,0.901,1.50074,0.00041
8747,1.32,1298.8,430.889141,1.137,0.219,0.918,0.90963,0.00032
8748,8.48,551.7,509.305334,1.323,0.484,0.83,1.44124,0.00038
8749,4.64,1209.7,396.235147,1.543,0.66,0.948,1.22583,0.00044
8750,1.48,1496.1,576.596799,1.911,0.344,0.718,0.98696,0.00034
8751,3.13,950.2,443.044035,1.003,0.394,0.906,1.19459,0.00041
8752,8.65,1776.1,364.227647,1.125,0.398,0.971,1.44598,0.0004
8753,1.51,1564.6,337.097447,1.298,0.515,0.988,1.07913,0.0004
8754,2.45,813.3,370.439231,1.864,0.752,0.967,1.23608,0.00047
8755,3.65,1629.8,557.562428,1.096,0.447,0.756,1.11995,0.00039
8756,7.96,1236.0,517.27056,1.788,0.774,0.819,1.2752,0.00035
8757,2.48,823.4,371.48926,1.975,0.823,0.966,1.21651,0.00036
8758,5.21,988.1,557.838532,1.464,0.316,0.755,1.51312,0.00038
8759,3.37,743.2,588.625853,1.724,0.422,0.69,1.42885,0.00043
8760,1.39,1619.6,474.188046,1.185,0.416,0.873,1.09801,0.00042
8761,8.42,466.9,406.043945,1.019,0.385,0.94,1.40691,0.0004
8762,6.5,933.1,498.042338,1.896,0.454,0.845,1.5737,0.00036
8763,8.39,1191.1,525.335965,1.479,0.571,0.808,1.37623,0.00039
8764,8.42,929.6,369.282124,1.974,0.35,0.968,1.53879,0.00041
8765,1.25,1545.7,479.276049,1.767,0.286,0.868,0.75781,0.00028
8766,7.53,725.3,504.392893,1.707,0.217,0.837,1.38572,0.00041
8767,5.0,529.1,429.420146,1.554,0.334,0.919,1.49709,0.00036
8768,4.06,589.2,484.289696,1.188,0.333,0.862,1.46316,0.00039
8769,8.13,1466.4,398.53583,1.894,0.497,0.946,1.6008,0.00039
8770,4.1,1490.9,301.376037,1.04,0.346,1.003,1.39284,0.0004
8771,1.96,1655.0,510.413652,1.362,0.488,0.829,1.19082,0.00044
8772,4.86,623.2,383.116719,1.478,0.531,0.958,1.43229,0.00044
8773,1.04,529.5,347.822592,1.708,0.424,0.982,0.94551,0.00038
8774,7.05,813.8,388.502278,1.282,0.481,0.954,1.41786,0.00044
8775,3.78,1019.6,474.937641,1.083,0.407,0.872,1.2773,0.00045
8776,2.55,1740.2,355.2392,1.605,0.314,0.977,1.20113,0.00038
8777,6.19,1258.8,430.201236,1.99,0.445,0.919,1.54566,0.00036
8778,7.86,1484.2,451.973856,1.755,0.346,0.897,1.57356,0.00035
8779,8.76,618.9,326.865998,1.288,0.554,0.993,1.3141,0.00042
8780,6.01,822.4,405.029198,1.154,0.466,0.941,1.29977,0.00043
8781,7.37,938.9,574.676052,1.189,0.471,0.722,1.28254,0.00039
8782,2.73,1653.8,455.297323,1.416,0.528,0.894,1.2511,0.0005
8783,7.62,1618.2,315.008896,1.711,0.311,0.998,1.51742,0.00039
8784,5.01,1021.9,583.287229,1.85,0.737,0.703,1.27944,0.00039
8785,2.18,1515.6,375.04842,1.45,0.554,0.964,1.21235,0.00045
8786,8.82,746.6,417.704808,1.653,0.693,0.93,1.36297,0.00042
8787,1.63,503.8,306.865717,1.131,0.408,1.001,1.17675,0.00045
8788,6.79,723.3,358.289878,1.778,0.602,0.975,1.52725,0.00036
8789,7.04,377.2,319.817293,1.363,0.511,0.996,1.45614,0.00041
8790,7.66,1391.2,351.623903,1.223,0.355,0.979,1.55701,0.00038
8791,3.02,1078.2,381.30552,1.355,0.27,0.959,1.28377,0.00041
8792,5.95,816.2,570.69351,1.584,0.649,0.731,1.26571,0.0004
8793,2.5,705.4,565.910486,1.259,0.437,0.74,1.25867,0.00039
8794,7.42,1226.9,492.363472,1.797,0.732,0.852,1.34585,0.00036
8795,5.36,873.0,402.204827,1.819,0.811,0.943,1.22462,0.00042
8796,4.59,1246.9,339.775607,1.909,0.792,0.986,1.30949,0.00044
8797,2.21,777.3,305.11556,1.673,0.348,1.002,1.17327,0.00039
8798,5.56,1632.9,533.045873,1.314,0.457,0.796,1.38706,0.00044
8799,4.04,1053.2,500.852154,1.874,0.461,0.841,1.46472,0.00039
8800,5.51,1657.4,578.1201,1.868,0.521,0.715,1.507,0.00039
8801,4.2,796.8,443.770106,1.468,0.353,0.906,1.47128,0.00039
8802,3.35,574.8,302.953086,1.022,0.366,1.002,1.34278,0.0004
8803,1.19,596.3,574.738905,1.189,0.478,0.722,0.95445,0.00038
8804,4.77,1638.9,364.852997,1.278,0.52,0.971,1.26144,0.00044
8805,7.12,922.8,430.507685,1.533,0.397,0.918,1.58449,0.0004
8806,1.3,812.3,517.515576,2.0,0.728,0.819,1.11828,0.00039
8807,5.5,712.1,486.766366,1.279,0.454,0.859,1.41185,0.0004
8808,5.0,1570.2,466.110262,1.732,0.466,0.882,1.50953,0.00038
8809,4.24,619.7,592.784535,1.778,0.567,0.68,1.42714,0.00043
8810,7.85,1286.7,540.820646,1.238,0.483,0.784,1.32187,0.00038
8811,7.99,899.4,333.189388,1.549,0.659,0.99,1.33205,0.00043
8812,3.78,1744.2,517.797004,1.231,0.201,0.819,1.29273,0.00037
8813,7.87,490.9,479.018596,1.979,0.485,0.868,1.61815,0.00033
8814,2.44,717.0,431.717936,1.646,0.661,0.917,1.2154,0.00039
8815,7.54,988.7,570.301591,1.46,0.45,0.731,1.50787,0.00041
8816,6.14,1622.6,466.530425,1.556,0.353,0.882,1.54265,0.00038
8817,3.91,964.7,507.63398,1.469,0.41,0.832,1.45301,0.00039
8818,7.1,1647.8,500.188519,1.924,0.855,0.842,1.22964,0.00041
8819,5.19,1350.2,555.341859,1.477,0.303,0.76,1.49893,0.00039
